% Title: AA-F13-Price Trend 
% Source: 'Julian Tritscher et al., Open ERP System Data For Occupational Fraud Detection, 2022' 
@RELATION AA-F13-Time-Price-Amount 
@ATTRIBUTE time NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE amount NUMERIC
@DATA
0,4.2,498
1,4.2,498
2,4.2,498
3,4.2,498
4,4.2,498
5,4.2,498
6,4.2,498
7,4.2,498
8,4.2,498
9,4.2,498
10,4.2,498
11,4.2,498
12,4.2,498
13,4.2,498
14,4.2,498
15,4.2,498
16,4.2,498
17,4.2,498
18,4.2,498
19,4.2,498
20,4.2,498
21,4.2,498
22,4.2,498
23,4.2,498
24,4.2,498
25,4.2,498
26,4.2,498
27,4.2,498
28,4.2,498
29,4.2,498
30,4.2,498
31,4.2,498
32,4.2,498
33,4.2,498
34,4.2,498
35,4.2,498
36,4.2,498
37,4.2,498
38,4.2,498
39,4.2,498
40,4.2,498
41,4.2,498
42,4.2,498
43,4.2,498
44,4.2,498
45,4.2,498
46,4.2,498
47,4.2,498
48,4.2,498
49,4.2,498
50,4.2,498
51,4.2,498
52,4.2,498
53,4.2,498
54,4.2,498
55,4.2,498
56,4.2,498
57,4.2,498
58,4.2,498
59,4.2,498
60,4.2,498
61,4.2,498
62,4.2,498
63,4.2,498
64,4.2,498
65,4.2,498
66,4.2,498
67,4.2,498
68,4.2,498
69,4.2,498
70,4.2,498
71,4.2,498
72,4.2,498
73,4.2,498
74,4.2,498
75,4.2,498
76,4.2,498
77,4.2,498
78,4.2,498
79,4.2,498
80,4.2,498
81,4.2,498
82,4.2,498
83,4.2,498
84,4.2,498
85,4.2,498
86,4.2,498
87,4.2,498
88,4.2,498
89,4.2,498
90,4.2,498
91,4.2,498
92,4.2,498
93,4.2,498
94,4.2,498
95,4.2,498
96,4.2,498
97,4.2,498
98,4.2,498
99,4.2,498
100,4.2,498
101,4.2,498
102,4.2,498
103,4.2,498
104,4.2,498
105,4.2,498
106,4.2,498
107,4.2,498
108,4.2,498
109,4.2,498
110,4.2,498
111,4.2,498
112,4.2,498
113,4.2,498
114,4.2,498
115,4.2,498
116,4.2,498
117,4.2,498
118,4.2,498
119,4.2,498
120,4.2,498
121,4.2,498
122,4.2,498
123,4.2,498
124,4.2,498
125,4.2,498
126,4.2,498
127,4.2,498
128,4.2,498
129,4.2,498
130,4.2,490
131,4.2,482
132,4.2,504
133,4.2,504
134,4.2,502
135,4.2,501
136,4.2,501
137,4.2,501
138,4.2,501
139,4.2,501
140,4.2,501
141,4.2,501
142,4.2,501
143,4.2,501
144,4.2,501
145,4.2,501
146,4.2,501
147,4.2,501
148,4.2,501
149,4.2,501
150,4.2,501
151,4.2,501
152,4.2,501
153,4.2,501
154,4.2,501
155,4.2,501
156,4.2,501
157,4.2,501
158,4.2,501
159,4.2,501
160,4.2,501
161,4.2,501
162,4.2,501
163,4.2,501
164,4.2,501
165,4.2,501
166,4.2,501
167,4.2,501
168,4.2,501
169,4.2,501
170,4.2,501
171,4.2,501
172,4.2,501
173,4.2,501
174,4.2,501
175,4.2,501
176,4.2,501
177,4.2,501
178,4.2,501
179,4.2,501
180,4.2,501
181,4.2,501
182,4.2,501
183,4.2,501
184,4.2,501
185,4.2,501
186,4.2,501
187,4.2,501
188,4.2,501
189,4.2,501
190,4.2,501
191,4.2,501
192,4.2,501
193,4.2,501
194,4.2,501
195,4.2,501
196,4.2,501
197,4.2,501
198,4.2,501
199,4.2,501
200,4.2,501
201,4.2,501
202,4.2,501
203,4.2,501
204,4.2,501
205,4.2,501
206,4.2,501
207,4.2,501
208,4.2,501
209,4.2,501
210,4.2,501
211,4.2,501
212,4.2,501
213,4.2,501
214,4.2,501
215,4.2,501
216,4.2,501
217,4.2,501
218,4.2,501
219,4.2,501
220,4.2,501
221,4.2,501
222,4.2,501
223,4.2,501
224,4.2,501
225,4.2,501
226,4.2,501
227,4.2,501
228,4.2,501
229,4.2,501
230,4.2,501
231,4.2,501
232,4.2,501
233,4.2,501
234,4.2,501
235,4.2,501
236,4.2,501
237,4.2,501
238,4.2,501
239,4.2,501
240,4.2,501
241,4.2,501
242,4.2,501
243,4.2,501
244,4.2,501
245,4.2,501
246,4.2,501
247,4.2,501
248,4.2,501
249,4.2,501
250,4.2,501
251,4.2,501
252,4.2,501
253,4.2,501
254,4.2,501
255,4.2,501
