% Title: AA-R06-Price Trend 
% Source: 'Julian Tritscher et al., Open ERP System Data For Occupational Fraud Detection, 2022' 
@RELATION AA-R06-Time-Price 
@ATTRIBUTE time NUMERIC
@ATTRIBUTE price NUMERIC
@DATA
0,0.92
1,0.92
2,0.92
3,0.92
4,0.92
5,0.92
6,0.92
7,0.92
8,0.92
9,0.92
10,0.92
11,0.92
12,0.92
13,0.92
14,0.92
15,0.92
16,0.92
17,0.92
18,0.92
19,0.92
20,0.92
21,0.92
22,0.92
23,0.92
24,0.92
25,0.92
26,0.92
27,0.92
28,0.92
29,0.92
30,0.92
31,0.92
32,0.92
33,0.92
34,0.92
35,0.92
36,0.92
37,0.92
38,0.92
39,0.92
40,0.92
41,0.92
42,0.92
43,0.92
44,0.92
45,0.92
46,0.92
47,0.92
48,0.92
49,0.92
50,0.84
51,0.83
52,0.83
53,0.82
54,0.81
55,0.81
56,0.8
57,0.79
58,0.79
59,0.78
60,0.77
61,0.76
62,0.75
63,0.73
64,0.71
65,0.7
66,0.7
67,0.7
68,0.69
69,0.68
70,0.68
71,0.67
72,0.66
73,0.65
74,0.64
75,0.63
76,0.62
77,0.61
78,0.6
79,0.6
80,0.59
81,0.59
82,0.58
83,0.58
84,0.57
85,0.57
86,0.58
87,0.59
88,0.6
89,0.61
90,0.62
91,0.63
92,0.64
93,0.64
94,0.64
95,0.64
96,0.64
97,0.65
98,0.65
99,0.65
100,0.65
101,0.65
102,0.66
103,0.66
104,0.66
105,0.66
106,0.66
107,0.66
108,0.66
109,0.65
110,0.66
111,0.67
112,0.68
113,0.69
114,0.7
115,0.71
116,0.72
117,0.75
118,0.78
119,0.82
120,0.85
121,0.86
122,0.86
123,0.87
124,0.87
125,0.88
126,0.88
127,0.89
128,0.89
129,0.9
130,0.91
131,0.92
132,0.93
133,0.94
134,0.96
135,0.97
136,0.98
137,0.99
138,1.0
139,1.02
140,1.03
141,1.04
142,1.24
143,1.25
144,1.26
145,1.27
146,1.28
147,1.28
148,1.29
149,1.3
150,1.31
151,1.32
152,1.33
153,1.34
154,1.35
155,1.36
156,1.37
157,1.38
158,1.38
159,1.39
160,1.4
161,1.41
162,1.42
163,1.4
164,1.38
165,1.35
166,1.33
167,1.31
168,1.3
169,1.29
170,1.28
171,1.27
172,1.26
173,1.25
174,1.24
175,1.23
176,1.22
177,1.21
178,1.2
179,1.19
180,1.18
181,1.17
182,1.16
183,1.15
184,1.13
185,1.12
186,1.1
187,1.09
188,1.07
189,1.06
190,1.04
191,1.03
192,1.01
193,1.0
194,0.98
195,0.97
196,0.95
197,0.94
198,0.92
199,0.91
200,0.89
201,0.87
202,0.84
203,0.82
204,0.79
205,0.77
206,0.8
207,0.82
208,0.85
209,0.87
210,0.9
211,0.93
212,0.95
213,0.98
214,1.0
215,1.03
216,1.03
217,1.04
218,1.04
219,1.04
220,1.04
221,1.05
222,1.05
223,1.05
224,1.06
225,1.06
226,1.06
227,1.07
228,1.07
229,1.07
230,1.07
231,1.08
232,1.08
233,1.08
234,1.09
235,1.09
236,1.1
237,1.1
238,1.11
239,1.11
240,1.11
241,1.11
242,1.11
243,1.11
244,1.11
245,1.11
246,1.11
247,1.11
248,1.11
249,1.11
250,1.11
251,1.11
252,1.11
253,1.11
254,1.11
255,1.11
