% Title: AA-R04-Price Trend 
% Source: 'Julian Tritscher et al., Open ERP System Data For Occupational Fraud Detection, 2022' 
@RELATION AA-R04-Time-Price 
@ATTRIBUTE time NUMERIC
@ATTRIBUTE price NUMERIC
@DATA
0,1.34
1,1.34
2,1.34
3,1.34
4,1.34
5,1.34
6,1.34
7,1.34
8,1.34
9,1.34
10,1.34
11,1.34
12,1.34
13,1.34
14,1.34
15,1.34
16,1.34
17,1.34
18,1.34
19,1.34
20,1.34
21,1.34
22,1.34
23,1.34
24,1.34
25,1.34
26,1.34
27,1.34
28,1.34
29,1.34
30,1.34
31,1.34
32,1.34
33,1.34
34,1.34
35,1.34
36,1.34
37,1.34
38,1.34
39,1.34
40,1.34
41,1.34
42,1.34
43,1.34
44,1.34
45,1.34
46,1.34
47,1.34
48,1.34
49,1.34
50,1.34
51,1.34
52,1.34
53,1.34
54,1.34
55,1.34
56,1.34
57,1.34
58,1.34
59,1.34
60,1.34
61,1.34
62,1.34
63,1.36
64,1.38
65,1.4
66,1.42
67,1.43
68,1.45
69,1.47
70,1.49
71,1.51
72,1.49
73,1.46
74,1.44
75,1.41
76,1.39
77,1.36
78,1.32
79,1.29
80,1.26
81,1.24
82,1.22
83,1.21
84,1.19
85,1.17
86,1.15
87,1.14
88,1.12
89,1.1
90,1.09
91,1.07
92,1.05
93,1.04
94,1.02
95,1.0
96,0.98
97,0.97
98,0.95
99,0.93
100,0.92
101,0.9
102,0.88
103,0.87
104,0.85
105,0.85
106,0.85
107,0.85
108,0.83
109,0.81
110,0.78
111,0.76
112,0.74
113,0.72
114,0.69
115,0.67
116,0.65
117,19.74
118,38.82
119,57.91
120,77.0
121,68.56
122,60.13
123,51.69
124,43.25
125,34.81
126,26.38
127,17.94
128,9.5
129,1.06
130,1.08
131,1.09
132,1.11
133,1.12
134,1.14
135,1.15
136,1.17
137,1.18
138,1.2
139,1.21
140,1.23
141,1.24
142,1.48
143,1.48
144,1.47
145,1.46
146,1.46
147,1.46
148,1.45
149,1.44
150,1.44
151,1.44
152,1.43
153,1.42
154,1.42
155,1.42
156,1.41
157,1.4
158,1.4
159,1.4
160,1.39
161,1.38
162,1.38
163,1.39
164,1.39
165,1.4
166,1.4
167,1.41
168,1.4
169,1.4
170,1.4
171,1.39
172,1.38
173,1.38
174,1.38
175,1.37
176,1.36
177,1.36
178,1.36
179,1.35
180,1.34
181,1.34
182,1.34
183,1.33
184,1.32
185,1.32
186,1.32
187,1.31
188,1.3
189,1.3
190,1.3
191,1.29
192,1.28
193,1.28
194,1.27
195,1.27
196,1.26
197,1.26
198,1.25
199,1.25
200,1.24
201,1.24
202,1.23
203,1.23
204,1.23
205,1.22
206,1.22
207,1.21
208,1.2
209,1.2
210,1.2
211,1.19
212,1.18
213,1.18
214,1.18
215,1.17
216,1.16
217,1.16
218,1.16
219,1.15
220,1.14
221,1.14
222,1.14
223,1.13
224,1.12
225,1.12
226,1.12
227,1.11
228,1.1
229,1.1
230,1.1
231,1.09
232,1.08
233,1.08
234,1.08
235,1.07
236,1.06
237,1.06
238,1.06
239,1.05
240,1.05
241,1.05
242,1.05
243,1.05
244,1.05
245,1.05
246,1.05
247,1.05
248,1.05
249,1.05
250,1.05
251,1.05
252,1.05
253,1.05
254,1.05
255,1.05
