% Title: AA-R03-Price Trend 
% Source: 'Julian Tritscher et al., Open ERP System Data For Occupational Fraud Detection, 2022' 
@RELATION AA-R03-Time-Price 
@ATTRIBUTE time NUMERIC
@ATTRIBUTE price NUMERIC
@DATA
0,4.27
1,4.27
2,4.27
3,4.27
4,4.27
5,4.27
6,4.27
7,4.27
8,4.27
9,4.27
10,4.27
11,4.27
12,4.27
13,4.27
14,4.27
15,4.27
16,4.27
17,4.27
18,4.27
19,4.27
20,4.27
21,4.27
22,4.27
23,4.27
24,4.27
25,4.27
26,4.27
27,4.27
28,4.27
29,4.27
30,4.27
31,4.27
32,4.27
33,4.27
34,4.27
35,4.27
36,4.27
37,4.27
38,4.27
39,4.27
40,4.27
41,4.27
42,4.27
43,4.27
44,4.27
45,4.27
46,4.27
47,4.27
48,4.27
49,4.27
50,4.27
51,4.27
52,4.27
53,4.27
54,4.27
55,4.27
56,4.27
57,4.27
58,4.27
59,4.27
60,4.27
61,4.27
62,4.27
63,4.32
64,4.36
65,4.41
66,4.45
67,4.5
68,4.54
69,4.59
70,4.63
71,4.68
72,4.75
73,4.81
74,4.88
75,4.94
76,5.01
77,5.08
78,5.15
79,5.22
80,5.29
81,5.31
82,5.33
83,5.36
84,5.38
85,5.4
86,5.4
87,5.41
88,5.41
89,5.42
90,5.42
91,5.43
92,5.43
93,5.44
94,5.44
95,5.45
96,5.45
97,5.46
98,5.46
99,5.47
100,5.47
101,5.48
102,5.48
103,5.49
104,5.49
105,5.49
106,5.49
107,5.49
108,5.52
109,5.54
110,5.57
111,5.59
112,5.62
113,5.64
114,5.67
115,5.69
116,5.72
117,5.99
118,6.26
119,6.53
120,6.8
121,6.62
122,6.44
123,6.26
124,6.08
125,5.9
126,5.89
127,5.87
128,5.85
129,5.84
130,5.83
131,5.82
132,5.82
133,5.81
134,5.81
135,5.8
136,5.8
137,5.79
138,5.79
139,5.78
140,5.78
141,5.77
142,6.9
143,6.81
144,6.73
145,6.64
146,6.55
147,6.47
148,6.38
149,6.29
150,6.21
151,6.12
152,6.04
153,5.95
154,5.86
155,5.78
156,5.69
157,5.6
158,5.52
159,5.43
160,5.34
161,5.26
162,5.17
163,5.17
164,5.18
165,5.18
166,5.19
167,5.19
168,5.18
169,5.17
170,5.16
171,5.15
172,5.14
173,5.13
174,5.12
175,5.11
176,5.11
177,5.1
178,5.09
179,5.08
180,5.07
181,5.06
182,5.05
183,5.04
184,5.03
185,5.02
186,5.01
187,5.0
188,4.99
189,4.98
190,4.97
191,4.96
192,4.95
193,4.94
194,4.94
195,4.93
196,4.92
197,4.91
198,4.9
199,4.89
200,4.88
201,4.87
202,4.86
203,4.85
204,4.84
205,4.83
206,4.82
207,4.81
208,4.8
209,4.79
210,4.78
211,4.77
212,4.76
213,4.76
214,4.75
215,4.74
216,4.73
217,4.72
218,4.71
219,4.7
220,4.69
221,4.68
222,4.67
223,4.66
224,4.65
225,4.64
226,4.63
227,4.62
228,4.61
229,4.6
230,4.6
231,4.59
232,4.58
233,4.57
234,4.56
235,4.55
236,4.54
237,4.53
238,4.52
239,4.51
240,4.51
241,4.51
242,4.51
243,4.51
244,4.51
245,4.51
246,4.51
247,4.51
248,4.51
249,4.51
250,4.51
251,4.51
252,4.51
253,4.51
254,4.51
255,4.51
