% Title: AA-R01-Price Trend 
% Source: 'Julian Tritscher et al., Open ERP System Data For Occupational Fraud Detection, 2022' 
@RELATION AA-R01-Time-Price 
@ATTRIBUTE time NUMERIC
@ATTRIBUTE price NUMERIC
@DATA
0,1.87
1,1.87
2,1.87
3,1.87
4,1.87
5,1.87
6,1.87
7,1.87
8,1.87
9,1.87
10,1.87
11,1.87
12,1.87
13,1.87
14,1.87
15,1.87
16,1.87
17,1.87
18,1.87
19,1.87
20,1.87
21,1.87
22,1.87
23,1.87
24,1.87
25,1.87
26,1.87
27,1.87
28,1.87
29,1.87
30,1.87
31,1.87
32,1.87
33,1.87
34,1.87
35,1.87
36,1.87
37,1.87
38,1.87
39,1.87
40,1.87
41,1.87
42,1.87
43,1.87
44,1.87
45,1.87
46,1.87
47,1.87
48,1.87
49,1.87
50,1.87
51,1.87
52,1.87
53,1.87
54,1.87
55,1.87
56,1.87
57,1.87
58,1.87
59,1.87
60,1.87
61,1.87
62,1.87
63,1.87
64,1.86
65,1.86
66,1.86
67,1.85
68,1.85
69,1.83
70,1.81
71,1.79
72,1.77
73,1.75
74,1.73
75,1.71
76,1.69
77,1.7
78,1.72
79,1.73
80,1.75
81,1.77
82,1.79
83,1.82
84,1.84
85,1.86
86,1.88
87,1.9
88,1.92
89,1.93
90,1.95
91,1.97
92,1.99
93,2.01
94,2.03
95,2.04
96,2.06
97,2.08
98,2.1
99,2.12
100,2.14
101,2.15
102,2.17
103,2.19
104,2.21
105,2.21
106,2.21
107,2.21
108,2.23
109,2.26
110,2.28
111,2.31
112,2.33
113,2.36
114,2.38
115,2.41
116,2.43
117,2.54
118,2.66
119,2.78
120,2.89
121,2.81
122,2.73
123,2.64
124,2.56
125,2.48
126,2.43
127,2.38
128,2.33
129,2.28
130,2.28
131,2.27
132,2.27
133,2.27
134,2.26
135,2.26
136,2.26
137,2.25
138,2.25
139,2.25
140,2.24
141,2.24
142,2.64
143,2.6
144,2.57
145,2.54
146,2.5
147,2.46
148,2.43
149,2.4
150,2.36
151,2.33
152,2.29
153,2.26
154,2.22
155,2.18
156,2.15
157,2.12
158,2.08
159,2.04
160,2.01
161,1.98
162,1.94
163,1.93
164,1.92
165,1.92
166,1.91
167,1.9
168,1.9
169,1.9
170,1.9
171,1.9
172,1.91
173,1.91
174,1.91
175,1.91
176,1.91
177,1.91
178,1.91
179,1.92
180,1.92
181,1.92
182,1.92
183,1.92
184,1.92
185,1.92
186,1.92
187,1.92
188,1.93
189,1.93
190,1.93
191,1.93
192,1.93
193,1.93
194,1.93
195,1.94
196,1.94
197,1.94
198,1.94
199,1.94
200,1.94
201,1.94
202,1.94
203,1.94
204,1.95
205,1.95
206,1.95
207,1.95
208,1.95
209,1.95
210,1.95
211,1.96
212,1.96
213,1.96
214,1.96
215,1.96
216,1.96
217,1.96
218,1.96
219,1.96
220,1.97
221,1.97
222,1.97
223,1.97
224,1.97
225,1.97
226,1.97
227,1.98
228,1.98
229,1.98
230,1.98
231,1.98
232,1.98
233,1.98
234,1.98
235,1.98
236,1.99
237,1.99
238,1.99
239,1.99
240,1.99
241,1.99
242,1.99
243,1.99
244,1.99
245,1.99
246,1.99
247,1.99
248,1.99
249,1.99
250,1.99
251,1.99
252,1.99
253,1.99
254,1.99
255,1.99
